Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
2975,Dune 2000,PS,1999,Strategy,Electronic Arts,0.14,0.09,0,0.02,0.25
2976,Hasbro Family Game Night 3,PS3,2010,Misc,Electronic Arts,0.18,0.04,0,0.03,0.25
2977,X-Men Legends II: Rise of Apocalypse,GC,2005,Role-Playing,Activision,0.19,0.05,0,0.01,0.25
2978,Driver '76,PSP,2007,Racing,Ubisoft,0.03,0.14,0,0.08,0.25
2979,NBA Courtside 2002,GC,2002,Sports,Nintendo,0.19,0.05,0,0.01,0.25
2980,The Adventures of Tintin: The Game,X360,2011,Action,Ubisoft,0.07,0.14,0,0.03,0.25
2981,Classic NES Series: Excitebike,GBA,2004,Racing,Nintendo,0.11,0.04,0.1,0.01,0.25
2982,Classic NES Series: Xevious,GBA,2004,Shooter,Nintendo,0.08,0.03,0.12,0.01,0.25
2983,Catz,GBA,2005,Simulation,Ubisoft,0.18,0.06,0,0,0.24
2984,Transformers: War for Cybertron (DS Version),DS,2010,Shooter,Activision,0.22,0.01,0,0.02,0.24
2985,Trials Fusion,XOne,2014,Racing,Ubisoft,0.12,0.1,0,0.02,0.24
2986,Monster Jam: Path of Destruction,PS3,2010,Racing,Activision,0.21,0.02,0,0.02,0.24
2987,Broken Sword: Shadow of the Templars - The Director's Cut,Wii,2009,Adventure,Ubisoft,0.12,0.1,0,0.02,0.24
2988,Command & Conquer 3: Kane's Wrath,X360,2008,Strategy,Electronic Arts,0.16,0.06,0,0.02,0.24
2989,Dreamcast Collection,X360,2011,Misc,Sega,0.16,0.07,0,0.02,0.24
2990,Madden NFL 13,WiiU,2012,Sports,Electronic Arts,0.22,0,0,0.02,0.24
2991,Bakugan: Battle Brawlers,X360,2009,Action,Activision,0.2,0.02,0,0.02,0.24
2992,Cabela's Outdoor Adventures (2009),X360,2009,Sports,Activision,0.23,0,0,0.02,0.24
2993,The Incredible Hulk,DS,2008,Action,Sega,0.22,0,0,0.02,0.24
2994,BioShock 2,PC,N/A,Shooter,Take-Two Interactive,0.02,0.19,0,0.04,0.24
2995,Imagine: Teacher Class Trip,DS,2009,Adventure,Ubisoft,0.1,0.12,0,0.02,0.24
2996,TimeSplitters: Future Perfect,PS2,2005,Shooter,Electronic Arts,0.12,0.09,0,0.03,0.24
2997,Final Fantasy Fables: Chocobo Tales,DS,2006,Adventure,Ubisoft,0.11,0.01,0.12,0.01,0.24
2998,Harvest Moon: Magical Melody,GC,2005,Simulation,Ubisoft,0.19,0.05,0,0.01,0.24
2999,DK: King of Swing,GBA,2005,Platform,Nintendo,0.17,0.06,0,0,0.24
3000,Pure Futbol,PS3,2010,Sports,Ubisoft,0.06,0.13,0,0.05,0.24
3001,Spider-Man: Shattered Dimensions,Wii,2010,Action,Activision,0.13,0.09,0,0.02,0.24
3002,Harry Potter and the Goblet of Fire,DS,2005,Action,Electronic Arts,0.21,0.02,0,0.02,0.24
3003,Skylanders SWAP Force,3DS,2013,Platform,Activision,0.1,0.12,0,0.02,0.24
3004,Boogie SuperStar,Wii,2008,Misc,Electronic Arts,0.2,0.02,0,0.02,0.24
3005,Super Monkey Ball Deluxe,PS2,2005,Misc,Sega,0.12,0.09,0,0.03,0.24
3006,Peter Jackson's King Kong: The Official Game of the Movie,GC,2005,Action,Ubisoft,0.19,0.05,0,0.01,0.24
3007,Dancing With The Stars,Wii,2007,Misc,Activision,0.22,0,0,0.02,0.24
3008,The Simpsons: Road Rage,GC,2001,Racing,Electronic Arts,0.19,0.05,0,0.01,0.24
3009,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken SE,PS2,2006,Misc,Sega,0,0,0.24,0,0.24
3010,Grand Slam Tennis 2,PS3,2012,Sports,Electronic Arts,0.09,0.11,0,0.04,0.24
3011,Sakura Wars: Atsuki Chishio Ni,PS2,2003,Role-Playing,Sega,0,0,0.24,0,0.24
3012,The Price is Right 2010 Edition,Wii,2009,Misc,Ubisoft,0.22,0,0,0.02,0.24
3013,Monster Jam,PS2,2007,Racing,Activision,0.12,0.09,0,0.03,0.24
3014,NBA Live 10,PSP,2009,Sports,Electronic Arts,0.21,0,0.01,0.02,0.24
3015,The Godfather (US & Others sales),X360,2006,Action,Electronic Arts,0.2,0.02,0,0.02,0.24
3016,Bakugan: Battle Brawlers,PS3,2009,Action,Activision,0.19,0.03,0,0.02,0.24
3017,NCAA College Basketball 2K3,PS2,2002,Sports,Sega,0.12,0.09,0,0.03,0.24
3018,Harry Potter and the Deathly Hallows - Part 2,DS,2011,Action,Electronic Arts,0.12,0.1,0,0.02,0.24
3019,NCAA March Madness 2004,XB,2003,Sports,Electronic Arts,0.18,0.05,0,0.01,0.24
3020,Fantastic 4,GC,2005,Action,Activision,0.19,0.05,0,0.01,0.24
3021,Ghost Rider,PSP,2007,Action,Take-Two Interactive,0.22,0,0,0.02,0.24
3022,Tony Hawk's American Sk8land,GBA,2005,Sports,Activision,0.17,0.06,0,0,0.24
3023,Densetsu no Stafi 3,GBA,2004,Platform,Nintendo,0,0,0.23,0.01,0.24
3024,X-Men: Destiny,X360,2011,Action,Activision,0.18,0.05,0,0.02,0.24
3025,Chibi-Robo! Zip Lash,3DS,2015,Platform,Nintendo,0.09,0.08,0.06,0.02,0.24
3026,Grand Theft Auto,GBA,2004,Action,Take-Two Interactive,0.17,0.06,0,0,0.24
3027,Scrabble (Others sales),DS,2009,Puzzle,Ubisoft,0,0.24,0,0,0.24
3028,Tiger Woods PGA Tour 10,PSP,2009,Sports,Electronic Arts,0.12,0.07,0,0.05,0.24
3029,Shrek's Carnival Craze Party Games,DS,2008,Misc,Activision,0.22,0,0,0.02,0.24
3030,Guitar Hero Live,X360,2015,Misc,Activision,0.12,0.1,0,0.02,0.24
3031,Game & Wario,WiiU,2013,Misc,Nintendo,0.06,0.06,0.11,0.01,0.24
3032,PGA Tour 96,PS,1995,Sports,Electronic Arts,0.13,0.09,0,0.02,0.24
3033,Nintendo Presents: Crossword Collection,DS,2009,Puzzle,Nintendo,0,0.21,0,0.02,0.24
3034,G.I. Joe: The Rise of Cobra,X360,2009,Action,Electronic Arts,0.17,0.05,0,0.02,0.24
3035,FIFA World Cup Germany 2006,XB,2006,Sports,Electronic Arts,0.18,0.05,0,0.01,0.24
3036,Tony Hawk's Downhill Jam,Wii,N/A,Sports,Activision,0.21,0,0,0.02,0.24
3037,Rampage,2600,1988,Action,Activision,0.22,0.01,0,0,0.24
3038,The Bureau: XCOM Declassified,X360,2013,Shooter,Take-Two Interactive,0.1,0.12,0,0.02,0.24
3039,Sands of Destruction,DS,2008,Role-Playing,Sega,0.09,0,0.13,0.01,0.24
3040,NASCAR 2011: The Game,Wii,2011,Racing,Activision,0.22,0,0,0.01,0.24
3041,NASCAR 08,PS2,2007,Racing,Electronic Arts,0.12,0.09,0,0.03,0.24
3042,Madagascar: Escape 2 Africa,PS3,2008,Action,Activision,0.12,0.08,0,0.04,0.23
3043,New Carnival Games,DS,2010,Misc,Take-Two Interactive,0.16,0.05,0,0.02,0.23
3044,Need For Speed: Undercover,DS,2008,Racing,Electronic Arts,0.18,0.03,0,0.02,0.23
3045,The Smurfs 2,DS,2013,Platform,Ubisoft,0,0.21,0,0.02,0.23
3046,Hot Wheels: Beat That!,DS,2007,Racing,Activision,0.22,0,0,0.02,0.23
3047,NASCAR Thunder 2004,XB,2003,Racing,Electronic Arts,0.18,0.05,0,0.01,0.23
3048,Buffy the Vampire Slayer,XB,2002,Action,Electronic Arts,0.18,0.05,0,0.01,0.23
3049,Harry Potter and the Goblet of Fire,XB,2005,Action,Electronic Arts,0.18,0.05,0,0.01,0.23
3050,Girls Mode 3: Kirakira Code,3DS,2015,Action,Nintendo,0,0,0.23,0,0.23
3051,Meteos,DS,2005,Puzzle,Nintendo,0.15,0.01,0.06,0.01,0.23
3052,Virtua Tennis 4,X360,2011,Sports,Sega,0.11,0.1,0.01,0.02,0.23
3053,Cabela's Big Game Hunter 2012,PS3,2011,Sports,Activision,0.17,0.03,0,0.03,0.23
3054,Pro Yakyuu Team o Tsukurou!,DC,1999,Sports,Sega,0,0,0.23,0,0.23
3055,Asphalt: Injection,PSV,2011,Action,Ubisoft,0.14,0.06,0,0.04,0.23
3056,Total War: Attila,PC,2015,Strategy,Sega,0.09,0.13,0,0.02,0.23
3057,SSX On Tour,PSP,2005,Sports,Electronic Arts,0.19,0.02,0,0.02,0.23
3058,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,X360,2010,Sports,Sega,0.08,0.13,0,0.03,0.23
3059,World Series Baseball,XB,2002,Sports,Sega,0.17,0.05,0,0.01,0.23
3060,Hatsune Miku: Project Diva f,PSV,2012,Misc,Sega,0,0,0.23,0,0.23
3061,The Club,PS3,2008,Shooter,Sega,0.14,0.07,0,0.03,0.23
3062,Let's Make a Soccer Team!,PS2,2006,Sports,Sega,0,0,0.23,0,0.23
3063,Star Wars Jedi Knight II: Jedi Outcast,GC,2002,Shooter,Activision,0.18,0.05,0,0.01,0.23
3064,Tom Clancy's Splinter Cell,GC,2003,Action,Ubisoft,0.18,0.05,0,0.01,0.23
3065,Pitfall: The Big Adventure,Wii,2008,Adventure,Activision,0.2,0.02,0,0.02,0.23
3066,ESPN NHL Hockey,PS2,2003,Sports,Sega,0.11,0.09,0,0.03,0.23
3067,Imagine: Detective,DS,2009,Simulation,Ubisoft,0.16,0.01,0,0.06,0.23
3068,Skylanders: SuperChargers,XOne,2015,Action,Activision,0.16,0.05,0,0.02,0.23
3069,Virtua Fighter Kids,SAT,1995,Fighting,Sega,0,0,0.23,0,0.23
3070,Shaun White Snowboarding,DS,2008,Sports,Ubisoft,0.21,0,0,0.02,0.23
3071,NBA 2K6,X360,2005,Action,Take-Two Interactive,0.21,0.01,0,0.02,0.23
3072,Tom Clancy's Rainbow Six: Rogue Spear,PS,2001,Shooter,Ubisoft,0.13,0.09,0,0.02,0.23
3073,FIFA 14,PSP,2013,Sports,Electronic Arts,0,0.16,0,0.07,0.23
3074,Last Window: The Secret of Cape West,DS,2010,Adventure,Nintendo,0,0.12,0.09,0.02,0.23
3075,Madden NFL 06,GBA,2005,Sports,Electronic Arts,0.17,0.06,0,0,0.23
3076,NASCAR 08,PS3,2007,Racing,Electronic Arts,0.15,0.05,0,0.03,0.23
3077,Major League Baseball 2K10,PS2,2010,Sports,Take-Two Interactive,0.11,0.09,0,0.03,0.23
3078,Call of Duty: Black Ops 3,PC,2015,Shooter,Activision,0,0.22,0,0.01,0.23
3079,Mafia,XB,2004,Action,Take-Two Interactive,0.17,0.05,0,0.01,0.23
3080,Spider-Man: Edge of Time,PS3,2011,Action,Activision,0.13,0.07,0,0.03,0.23
3081,Cabela's Outdoor Adventures (2009),PS3,2009,Sports,Activision,0.21,0,0,0.02,0.23
3082,NBA Live 15,PS4,2014,Sports,Electronic Arts,0.15,0.04,0,0.04,0.23
3083,Family Fest presents: Movie Games,Wii,2008,Action,Ubisoft,0.2,0.01,0,0.02,0.23
3084,Tony Hawk's Proving Ground,DS,2007,Sports,Activision,0.21,0.01,0,0.02,0.23
3085,Tetris 2 (weekly jp sales),GB,1992,Puzzle,Nintendo,0,0,0.23,0,0.23
3086,Pro Yakyuu Team o Tsukurou! 2,PS2,2003,Sports,Sega,0,0,0.23,0,0.23
3087,World Series of Poker 2008: Battle for the Bracelets,PS2,2007,Misc,Activision,0.11,0.09,0,0.03,0.23
3088,Naruto Shippuden: Ninja Council 4,DS,2007,Action,Nintendo,0.09,0,0.13,0.01,0.23
3089,Wipeout 2,3DS,2011,Misc,Activision,0.22,0,0,0.01,0.23
3090,Barbie as The Island Princess,GBA,2007,Adventure,Activision,0.16,0.06,0,0,0.23
3091,Petz Rescue: Wildlife Vet,Wii,2008,Simulation,Ubisoft,0.21,0,0,0.02,0.23
3092,Saka-Tsuku DS: Touch and Direct,DS,2008,Sports,Sega,0,0,0.23,0,0.23
3093,Super Swing Golf,Wii,2006,Sports,Nintendo,0.14,0.01,0.07,0.01,0.23
3094,Barbie and the Three Musketeers,Wii,2009,Adventure,Activision,0.21,0,0,0.02,0.23
3095,Freedom Fighters,XB,2003,Shooter,Electronic Arts,0.17,0.05,0,0.01,0.23
3096,Soldier of Fortune II: Double Helix,XB,2003,Shooter,Activision,0.17,0.05,0,0.01,0.23
3097,Super R-Type,SNES,1991,Shooter,Nintendo,0,0,0.23,0,0.23
3098,Tiger Woods PGA Tour 2003,GC,2002,Sports,Electronic Arts,0.18,0.05,0,0.01,0.23
3099,MySims Party,Wii,2009,Simulation,Electronic Arts,0.18,0.03,0,0.02,0.23
3100,NCAA Football 09,PSP,2008,Sports,Electronic Arts,0.21,0,0,0.02,0.23
3101,Dinosaur King,DS,2007,Strategy,Sega,0.2,0,0,0.02,0.23
3102,Child of Eden,PS3,2011,Shooter,Ubisoft,0.09,0.1,0,0.04,0.23
3103,Tetris Attack,GB,1996,Puzzle,Nintendo,0,0,0.23,0,0.23
3104,NBA Street: Showdown,PSP,2005,Sports,Electronic Arts,0.2,0,0,0.02,0.23
3105,Petz Monkeyz House,DS,2008,Simulation,Ubisoft,0.2,0,0,0.02,0.23
3106,Spec Ops: The Line,PC,2012,Shooter,Take-Two Interactive,0.11,0.09,0,0.03,0.23
3107,FaceBreaker K.O. Party,Wii,2008,Fighting,Electronic Arts,0.2,0.01,0,0.02,0.22
3108,Def Jam: Fight for NY,GC,2004,Fighting,Electronic Arts,0.17,0.05,0,0.01,0.22
3109,Spartan: Total Warrior,PS2,2005,Action,Sega,0.11,0.09,0,0.03,0.22
3110,Hatsune Miku: Project Mirai 2,3DS,2013,Action,Sega,0,0,0.22,0,0.22
3111,Cloudy With a Chance of Meatballs,DS,2009,Platform,Ubisoft,0.2,0.01,0,0.02,0.22
3112,Madden NFL 12,PSP,2011,Sports,Electronic Arts,0.21,0,0,0.02,0.22
3113,Breath of Fire,GBA,2001,Role-Playing,Ubisoft,0.11,0.04,0.06,0,0.22
3114,NCAA Football 2005,GC,2004,Sports,Electronic Arts,0.17,0.04,0,0.01,0.22
3115,Hamtaro: Ham-Ham Games,GBA,2004,Sports,Nintendo,0.16,0.06,0,0,0.22
3116,Petz Rescue: Endangered Paradise,DS,2008,Adventure,Ubisoft,0.21,0,0,0.02,0.22
3117,Battleborn,PS4,2016,Shooter,Take-Two Interactive,0.09,0.08,0.01,0.04,0.22
3118,Petz: Horse Club,Wii,2008,Misc,Ubisoft,0.2,0,0,0.02,0.22
3119,Rapala's Fishing Frenzy,Wii,2008,Sports,Activision,0.2,0,0,0.02,0.22
3120,Shinobi,3DS,2011,Platform,Sega,0.14,0.07,0,0.02,0.22
3121,Tony Hawk's Downhill Jam,DS,2006,Sports,Activision,0.2,0,0,0.02,0.22
3122,Tenchu: Shadow Assassins,Wii,2008,Action,Ubisoft,0.16,0.01,0.03,0.02,0.22
3123,CSI: Fatal Conspiracy,Wii,2010,Adventure,Ubisoft,0.12,0.08,0,0.02,0.22
3124,Tom Clancy's Rainbow Six: Siege,PC,2015,Shooter,Ubisoft,0.12,0.08,0,0.02,0.22
3125,Dungeon Hunter Alliance,PSV,2012,Action,Ubisoft,0.09,0.1,0,0.04,0.22
3126,Imagine: Boutique Owner,DS,2009,Simulation,Ubisoft,0.2,0,0,0.02,0.22
3127,The Lord of the Rings: The Third Age,GBA,2004,Role-Playing,Electronic Arts,0.16,0.06,0,0,0.22
3128,Teenage Mutant Ninja Turtles: Danger of the Ooze,X360,2014,Adventure,Activision,0.11,0.09,0,0.02,0.22
3129,Where's Waldo? The Fantastic Journey,DS,2009,Adventure,Ubisoft,0.2,0,0,0.02,0.22
3130,G.I. Joe: The Rise of Cobra,Wii,2009,Action,Electronic Arts,0.17,0.03,0,0.02,0.22
3131,NBA Live 09 All-Play,Wii,2008,Sports,Electronic Arts,0.19,0.01,0,0.02,0.22
3132,Infinite Space,DS,2009,Role-Playing,Sega,0.07,0.06,0.07,0.01,0.22
3133,Transformers: Devastation,PS4,2015,Action,Activision,0.1,0.08,0,0.04,0.22
3134,From Russia With Love,GC,2005,Action,Electronic Arts,0.17,0.04,0,0.01,0.22
3135,Just Dance 2016,PS3,2015,Misc,Ubisoft,0.1,0.08,0,0.04,0.22
3136,Guitar Hero: Smash Hits,PS2,2009,Misc,Activision,0.11,0.01,0,0.1,0.22
3137,Kirby's Star Stacker,GB,1997,Puzzle,Nintendo,0,0,0.22,0,0.22
3138,NCAA Basketball 09,X360,2008,Sports,Electronic Arts,0.2,0,0,0.02,0.22
3139,Full Auto,X360,2006,Shooter,Sega,0.19,0.01,0,0.02,0.22
3140,Hasbro Family Game Night,DS,2009,Puzzle,Electronic Arts,0.01,0.19,0,0.02,0.22
3141,Shin Megami Tensei x Fire Emblem,WiiU,2015,Role-Playing,Nintendo,0.1,0.04,0.06,0.01,0.22
3142,Rugby 2004,PS2,2003,Sports,Electronic Arts,0.11,0.08,0,0.03,0.22
3143,Disney's Magical Quest Starring Mickey and Minnie,GBA,2002,Action,Nintendo,0.16,0.06,0,0,0.22
3144,Spirit Camera: The Cursed Memoir,3DS,2012,Adventure,Nintendo,0.12,0.02,0.06,0.01,0.22
3145,Wreckless: ThE YaKuza MisSiOns,PS2,2002,Racing,Activision,0.11,0.08,0,0.03,0.22
3146,Madden NFL 07,DS,2006,Sports,Electronic Arts,0.2,0,0,0.02,0.22
3147,NFL 2K3,GC,2002,Sports,Sega,0.17,0.04,0,0.01,0.22
3148,Saltwater Sportfishing,PS,2001,Sports,Take-Two Interactive,0.12,0.08,0,0.01,0.22
3149,Yoshi Touch & Go (JP sales),DS,2005,Platform,Nintendo,0,0,0.22,0,0.22
3150,Sports Car GT,PS,1999,Racing,Electronic Arts,0.12,0.08,0,0.01,0.22
3151,Code Name: S.T.E.A.M.,3DS,2015,Strategy,Nintendo,0.14,0.05,0.01,0.02,0.22
3152,NBA Live 14,PS4,2013,Sports,Electronic Arts,0.14,0.05,0,0.03,0.22
3153,Kanzen Chuuki Pro Yakyuu Greatest Nine,SAT,1995,Sports,Sega,0,0,0.22,0,0.22
3154,Shrek SuperSlam,GC,2005,Action,Activision,0.17,0.04,0,0.01,0.22
3155,Over G Fighters,X360,2006,Simulation,Ubisoft,0.19,0.01,0,0.02,0.22
3156,Apache: Air Assault,PS3,2010,Simulation,Activision,0.11,0.07,0,0.03,0.22
3157,Cabela's Big Game Hunter: Ultimate Challenge,PS,2001,Sports,Activision,0.12,0.08,0,0.01,0.21
3158,Are You Smarter Than a 5th Grader? Back to School,Wii,2010,Misc,Nintendo,0.2,0,0,0.02,0.21
3159,The Dukes of Hazzard: Return of the General Lee,PS2,2004,Racing,Ubisoft,0.11,0.08,0,0.03,0.21
3160,Teenage Mutant Ninja Turtles: Smash-Up,PS2,2009,Fighting,Ubisoft,0.11,0.08,0,0.03,0.21
3161,Pro Yakyuu Greatest Nine '97,SAT,1997,Sports,Sega,0,0,0.21,0,0.21
3162,Transformers: Dark of the Moon,3DS,2011,Action,Activision,0.16,0.04,0,0.02,0.21
3163,College Hoops 2K7,X360,2006,Sports,Take-Two Interactive,0.2,0,0,0.02,0.21
3164,The Amazing Spider-Man 2 (2014),XOne,2014,Action,Activision,0.12,0.07,0,0.02,0.21
3165,Big League Sports,X360,2011,Sports,Activision,0.18,0.02,0,0.01,0.21
3166,WCW Backstage Assault,PS,1999,Action,Electronic Arts,0.12,0.08,0,0.01,0.21
3167,The Bard's Tale,PS2,2004,Role-Playing,Ubisoft,0.1,0.08,0,0.03,0.21
3168,NCAA March Madness 08,X360,2007,Sports,Electronic Arts,0.2,0,0,0.02,0.21
3169,Conflict Zone,PS2,2002,Strategy,Ubisoft,0.1,0.08,0,0.03,0.21
3170,Tony Hawk's American Sk8land,DS,2005,Sports,Activision,0.19,0.01,0,0.02,0.21
3171,The BIGS 2,X360,2009,Sports,Take-Two Interactive,0.19,0.01,0,0.02,0.21
3172,NHL 2K6,XB,2005,Sports,Take-Two Interactive,0.16,0.05,0,0.01,0.21
3173,Tenchu: Return From Darkness,XB,2004,Action,Activision,0.16,0.05,0,0.01,0.21
3174,World Poker Tour,PS2,2005,Misc,Take-Two Interactive,0.1,0.08,0,0.03,0.21
3175,MVP Baseball,PSP,2005,Sports,Electronic Arts,0.2,0,0,0.02,0.21
3176,Ghostbusters II,2600,N/A,Action,Activision,0.2,0.01,0,0,0.21
3177,Hasbro Family Game Night 3,X360,2010,Misc,Electronic Arts,0.17,0.03,0,0.01,0.21
3178,G.I. Joe: The Rise of Cobra,PS3,2009,Action,Electronic Arts,0.11,0.07,0,0.03,0.21
3179,Rayman Raving Rabbids,X360,2007,Misc,Ubisoft,0.18,0.01,0,0.02,0.21
3180,Quake III: Revolution,PS2,2001,Shooter,Electronic Arts,0.1,0.08,0,0.03,0.21
3181,Transformer: Rise of the Dark Spark,PS4,2014,Action,Activision,0.07,0.1,0.01,0.04,0.21
3182,Darkwatch,XB,2005,Shooter,Ubisoft,0.16,0.05,0,0.01,0.21
3183,Cabela's Survival: Shadows of Katmai,Wii,2011,Sports,Activision,0.15,0.05,0,0.02,0.21
3184,Prince of Persia: Revelations,PSP,2005,Adventure,Ubisoft,0.18,0.01,0,0.02,0.21
3185,Valkyria Chronicles III: Unrecorded Chronicles,PSP,N/A,Strategy,Sega,0,0,0.21,0,0.21
3186,Cabela's Deer Hunt: 2004 Season,XB,2003,Sports,Activision,0.16,0.05,0,0.01,0.21
3187,World Series of Poker,PSP,2005,Misc,Activision,0.19,0,0,0.02,0.21
3188,Heroes of Ruin,3DS,2012,Role-Playing,Nintendo,0.13,0.07,0,0.02,0.21
3189,WipeOut 3 The Game,X360,2012,Action,Activision,0.2,0,0,0.01,0.21
3190,Bionicle,GC,2003,Action,Electronic Arts,0.16,0.04,0,0.01,0.21
3191,Rumble Racing,PS2,2001,Racing,Electronic Arts,0.1,0.08,0,0.03,0.21
3192,Spider-Man: Web of Shadows,PS2,2008,Action,Activision,0.1,0.08,0,0.03,0.21
3193,Batman Begins,XB,2005,Action,Electronic Arts,0.16,0.04,0,0.01,0.21
3194,Just Dance: Greatest Hits,Wii,2012,Misc,Ubisoft,0.15,0.04,0,0.02,0.21
3195,Solatorobo: Red the Hunter,DS,2010,Role-Playing,Nintendo,0.08,0.04,0.07,0.01,0.21
3196,JSRF: Jet Set Radio Future,XB,2002,Action,Sega,0.13,0.04,0.03,0.01,0.21
3197,NCAA Football 2003,GC,2002,Sports,Electronic Arts,0.16,0.04,0,0.01,0.21
3198,Tony Hawk's Motion,DS,2008,Sports,Activision,0.19,0,0,0.02,0.21
3199,Rayman Legends,PSV,2014,Platform,Ubisoft,0.03,0.12,0,0.05,0.21
3200,NCAA March Madness 07,X360,2007,Sports,Electronic Arts,0.19,0,0,0.02,0.21
3201,NHL 2003,XB,2002,Sports,Electronic Arts,0.15,0.04,0,0.01,0.21
3202,Barbie Fashion Show: An Eye for Style,DS,2008,Misc,Activision,0.19,0,0,0.02,0.21
3203,Tiger Woods PGA Tour,PSP,2005,Sports,Electronic Arts,0.19,0,0,0.02,0.21
3204,NHL 2K3,PS2,2002,Sports,Sega,0.1,0.08,0,0.03,0.21
3205,Final Fight One,GBA,2001,Fighting,Ubisoft,0.09,0.03,0.08,0,0.21
3206,The Amazing Spider-Man (Console Version),DS,2012,Action,Activision,0.15,0.04,0,0.01,0.21
3207,NCAA Football 10,PSP,2009,Sports,Electronic Arts,0.19,0,0,0.02,0.21
3208,Dawn of Discovery,Wii,2009,Simulation,Ubisoft,0.13,0.06,0,0.02,0.21
3209,Little Battlers eXperience: Baku Boost,3DS,2012,Action,Nintendo,0,0,0.21,0,0.21
3210,Anarchy Reigns,PS3,2012,Action,Sega,0.1,0.03,0.06,0.02,0.21
3211,CSI: Deadly Intent,X360,2009,Adventure,Ubisoft,0.1,0.08,0,0.02,0.21
3212,J-League Pro Soccer Club o Tsukurou! 7 Euro Plus,PSP,2011,Sports,Sega,0,0,0.21,0,0.21
3213,Need for Speed Carbon: Own the City,DS,2006,Racing,Electronic Arts,0.17,0.02,0,0.02,0.21
3214,X2: Wolverine's Revenge,XB,2003,Platform,Activision,0.15,0.04,0,0.01,0.21
3215,Battle of Giants: Dinosaurs Strike,Wii,2010,Strategy,Ubisoft,0.15,0.04,0,0.02,0.2
3216,Cabela's North American Adventures,Wii,2010,Sports,Activision,0.19,0,0,0.01,0.2
3217,Enchanted Arms,PS3,2007,Role-Playing,Ubisoft,0.17,0.01,0,0.02,0.2
3218,Trade & Battle: Card Hero,GB,2000,Strategy,Nintendo,0,0,0.2,0,0.2
3219,NBA Live 15,XOne,2014,Sports,Electronic Arts,0.17,0.02,0,0.02,0.2
3220,Planet 51,Wii,2009,Action,Sega,0.17,0.02,0,0.02,0.2
3221,NCAA March Madness 06,XB,2005,Sports,Electronic Arts,0.15,0.04,0,0.01,0.2
3222,Major League Baseball 2K11,PS3,2011,Sports,Take-Two Interactive,0.15,0.03,0,0.02,0.2
3223,Phantasy Star Online,DC,2000,Role-Playing,Sega,0,0,0.2,0,0.2
3224,Crazy Taxi 3: High Roller,XB,2002,Racing,Sega,0.14,0.04,0.02,0.01,0.2
3225,Dark Messiah of Might and Magic Elements,X360,2008,Role-Playing,Ubisoft,0.16,0.02,0.01,0.02,0.2
3226,Just Dance 2: Extra Songs,Wii,2011,Misc,Ubisoft,0,0.17,0,0.03,0.2
3227,Midnight Club 3: DUB Edition Remix,XB,2006,Racing,Take-Two Interactive,0.15,0.04,0,0.01,0.2
3228,Shining Blade,PSP,2012,Role-Playing,Sega,0,0,0.2,0,0.2
3229,Tekken 3D: Prime Edition,3DS,2012,Fighting,Nintendo,0.06,0.08,0.05,0.01,0.2
3230,Pitfall: The Lost Expedition,PS2,2004,Platform,Activision,0.1,0.08,0,0.03,0.2
3231,Marvel: Ultimate Alliance 2,DS,2009,Role-Playing,Activision,0.16,0.03,0,0.02,0.2
3232,Assassin's Creed Syndicate,PC,2015,Action,Ubisoft,0.1,0.08,0,0.02,0.2
3233,XCOM 2,PC,2016,Strategy,Take-Two Interactive,0.09,0.1,0,0.02,0.2
3234,ESPN MLB Baseball,PS2,2004,Sports,Sega,0.1,0.08,0,0.03,0.2
3235,Harvest Moon: More Friends of Mineral Town,GBA,2003,Simulation,Ubisoft,0.14,0.05,0,0,0.2
3236,Captain America: Super Soldier,PS3,2011,Action,Sega,0.1,0.07,0,0.03,0.2
3237,NHL 17,PS4,2016,Sports,Electronic Arts,0.13,0.04,0,0.04,0.2
3238,Kurohyou 2: Ryu ga Gotoku Ashura Hen,PSP,2012,Action,Sega,0,0,0.2,0,0.2
3239,NBA 2K2,XB,2002,Sports,Sega,0.15,0.04,0,0.01,0.2
3240,X2: Wolverine's Revenge,GBA,2003,Platform,Activision,0.14,0.05,0,0,0.2
3241,7th Dragon 2020,PSP,2011,Role-Playing,Sega,0,0,0.2,0,0.2
3242,Imagine: Babyz Fashion,DS,2009,Simulation,Ubisoft,0.19,0,0,0.01,0.2
3243,Dead to Rights II,PS2,2005,Shooter,Electronic Arts,0.1,0.08,0,0.03,0.2
3244,Super Dodge Ball Advance,GBA,2001,Sports,Ubisoft,0.14,0.05,0,0,0.2
3245,Angry Birds Star Wars,PS4,2013,Strategy,Activision,0.1,0.08,0,0.03,0.2
3246,"Ni Hao, Kai-lan: New Year's Celebration",DS,2009,Misc,Take-Two Interactive,0.19,0,0,0.01,0.2
3247,Press Your Luck 2010 Edition,DS,2009,Misc,Ubisoft,0.19,0,0,0.01,0.2
3248,Monster Jam,X360,2007,Racing,Activision,0.18,0,0,0.02,0.2
3249,Ty the Tasmanian Tiger 2: Bush Rescue,GC,2004,Platform,Electronic Arts,0.15,0.04,0,0.01,0.2
